name,team,passing_cmp,passing_att,passing_yds,passing_td,passing_int,passing_sk,passing_yds.1,passing_lng,passing_rate,rushing_att,rushing_yds,rushing_td,rushing_lng,receiving_tgt,receiving_rec,receiving_yds,receiving_td,receiving_lng,fumbles_fmb,fumbles_fl,stat_type,game_url,game_date,def_interceptions_int,def_interceptions_yds,def_interceptions_td,def_interceptions_lng,def_interceptions_pd,def_sacks,tackles_comb,tackles_solo,tackles_ast,tackles_tfl,tackles_qbhits,fumbles_fr,fumbles_yds,fumbles_td,fumbles_ff
Alex Highsmith,PIT,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080atl.htm,2024-09-08,0,0,0,0,1,0.0,6,1,5,0,0,0,0,0,0
Beanie Bishop,PIT,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080atl.htm,2024-09-08,0,0,0,0,0,0.0,4,4,0,0,0,0,0,0,0
Cameron Heyward,PIT,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080atl.htm,2024-09-08,0,0,0,0,0,0.0,4,2,2,0,0,0,0,0,0
Damontae Kazee,PIT,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080atl.htm,2024-09-08,0,0,0,0,0,0.0,3,3,0,0,0,0,0,0,0
Larry Ogunjobi,PIT,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080atl.htm,2024-09-08,0,0,0,0,0,0.0,3,1,2,0,2,0,0,0,0
Joey Porter Jr.,PIT,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080atl.htm,2024-09-08,0,0,0,0,0,0.0,3,2,1,0,0,0,0,0,0
Payton Wilson,PIT,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080atl.htm,2024-09-08,0,0,0,0,0,0.0,3,3,0,0,0,0,0,0,0
Keeanu Benton,PIT,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080atl.htm,2024-09-08,0,0,0,0,0,0.0,2,1,1,0,1,0,0,0,0
Patrick Queen,PIT,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080atl.htm,2024-09-08,0,0,0,0,0,0.0,2,2,0,0,0,0,0,0,0
Nick Herbig,PIT,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080atl.htm,2024-09-08,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0
DeMarvin Leal,PIT,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080atl.htm,2024-09-08,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0
Tyler Matakevich,PIT,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080atl.htm,2024-09-08,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0
Scott Miller,PIT,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080atl.htm,2024-09-08,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0
Justin Fields,PIT,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080atl.htm,2024-09-08,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0
Grady Jarrett,ATL,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080atl.htm,2024-09-08,0,0,0,0,0,1.5,3,2,1,2,3,0,0,0,0
Matt Judon,ATL,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080atl.htm,2024-09-08,0,0,0,0,0,0.5,6,2,4,0,1,0,0,0,0
Kaden Elliss,ATL,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080atl.htm,2024-09-08,0,0,0,0,0,0.0,9,4,5,0,0,0,0,0,0
Mike Hughes,ATL,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080atl.htm,2024-09-08,0,0,0,0,0,0.0,7,7,0,3,0,0,0,0,0
Troy Andersen,ATL,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080atl.htm,2024-09-08,0,0,0,0,0,0.0,6,5,1,0,0,0,0,0,0
Jessie Bates III,ATL,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080atl.htm,2024-09-08,0,0,0,0,0,0.0,6,6,0,0,0,0,0,0,0
Nathan Landman,ATL,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080atl.htm,2024-09-08,0,0,0,0,0,0.0,6,4,2,0,0,0,0,0,0
Lorenzo Carter,ATL,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080atl.htm,2024-09-08,0,0,0,0,0,0.0,5,4,1,0,0,0,0,0,0
Arnold Ebiketie,ATL,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080atl.htm,2024-09-08,0,0,0,0,0,0.0,5,4,1,0,0,0,0,0,0
James Smith-Williams,ATL,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080atl.htm,2024-09-08,0,0,0,0,0,0.0,5,2,3,2,0,0,0,0,0
AJ Terrell,ATL,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080atl.htm,2024-09-08,0,0,0,0,0,0.0,5,5,0,0,0,0,0,0,0
Justin Simmons,ATL,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080atl.htm,2024-09-08,0,0,0,0,1,0.0,3,0,3,0,0,0,0,0,0
Kentavius Street,ATL,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080atl.htm,2024-09-08,0,0,0,0,0,0.0,3,0,3,0,0,0,0,0,0
DeAundre Alford,ATL,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080atl.htm,2024-09-08,0,0,0,0,0,0.0,2,1,1,0,0,0,0,0,0
Zach Harrison,ATL,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080atl.htm,2024-09-08,0,0,0,0,0,0.0,2,1,1,0,0,0,0,0,0
David Onyemata,ATL,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080atl.htm,2024-09-08,0,0,0,0,0,0.0,2,1,1,0,0,0,0,0,0
JD Bertrand,ATL,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080atl.htm,2024-09-08,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0
Eddie Goldman,ATL,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080atl.htm,2024-09-08,0,0,0,0,0,0.0,1,1,0,0,1,0,0,0,0
Ta'Quon Graham,ATL,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080atl.htm,2024-09-08,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0
KhaDarel Hodge,ATL,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080atl.htm,2024-09-08,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0
Kevin King,ATL,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080atl.htm,2024-09-08,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0
DeAngelo Malone,ATL,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080atl.htm,2024-09-08,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0
Clark Phillips,ATL,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080atl.htm,2024-09-08,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0
Kyler Murray,ARI,21,31,162,1,0,4,16,24,91.1,5,57,0,29,0,0,0,0,0,1,1,offense,https://www.pro-football-reference.com/boxscores/202409080buf.htm,2024-09-08,,,,,,,,,,,,,,,
James Conner,ARI,0,0,0,0,0,0,0,0,,16,50,1,20,4,3,33,0,22,0,0,offense,https://www.pro-football-reference.com/boxscores/202409080buf.htm,2024-09-08,,,,,,,,,,,,,,,
Trey Benson,ARI,0,0,0,0,0,0,0,0,,3,13,0,6,1,1,5,0,5,0,0,offense,https://www.pro-football-reference.com/boxscores/202409080buf.htm,2024-09-08,,,,,,,,,,,,,,,
Greg Dortch,ARI,0,0,0,0,0,0,0,0,,1,4,0,4,8,6,47,0,14,0,0,offense,https://www.pro-football-reference.com/boxscores/202409080buf.htm,2024-09-08,,,,,,,,,,,,,,,
Trey McBride,ARI,0,0,0,0,0,0,0,0,,0,0,0,0,9,5,30,0,8,0,0,offense,https://www.pro-football-reference.com/boxscores/202409080buf.htm,2024-09-08,,,,,,,,,,,,,,,
Emari Demercado,ARI,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,26,0,24,0,0,offense,https://www.pro-football-reference.com/boxscores/202409080buf.htm,2024-09-08,,,,,,,,,,,,,,,
Elijah Higgins,ARI,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,12,0,7,0,0,offense,https://www.pro-football-reference.com/boxscores/202409080buf.htm,2024-09-08,,,,,,,,,,,,,,,
Michael Wilson,ARI,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,5,1,5,0,0,offense,https://www.pro-football-reference.com/boxscores/202409080buf.htm,2024-09-08,,,,,,,,,,,,,,,
Marvin Harrison Jr.,ARI,0,0,0,0,0,0,0,0,,0,0,0,0,3,1,4,0,4,0,0,offense,https://www.pro-football-reference.com/boxscores/202409080buf.htm,2024-09-08,,,,,,,,,,,,,,,
Josh Allen,BUF,18,23,232,2,0,2,10,28,137.7,9,39,2,9,0,0,0,0,0,1,1,offense,https://www.pro-football-reference.com/boxscores/202409080buf.htm,2024-09-08,,,,,,,,,,,,,,,
James Cook,BUF,0,0,0,0,0,0,0,0,,19,71,0,15,3,3,32,0,25,0,0,offense,https://www.pro-football-reference.com/boxscores/202409080buf.htm,2024-09-08,,,,,,,,,,,,,,,
Ray Davis,BUF,0,0,0,0,0,0,0,0,,3,13,0,13,1,1,14,0,14,0,0,offense,https://www.pro-football-reference.com/boxscores/202409080buf.htm,2024-09-08,,,,,,,,,,,,,,,
Ty Johnson,BUF,0,0,0,0,0,0,0,0,,2,7,0,6,1,0,0,0,0,0,0,offense,https://www.pro-football-reference.com/boxscores/202409080buf.htm,2024-09-08,,,,,,,,,,,,,,,
Keon Coleman,BUF,0,0,0,0,0,0,0,0,,0,0,0,0,5,4,51,0,28,0,0,offense,https://www.pro-football-reference.com/boxscores/202409080buf.htm,2024-09-08,,,,,,,,,,,,,,,
Khalil Shakir,BUF,0,0,0,0,0,0,0,0,,0,0,0,0,3,3,42,1,19,0,0,offense,https://www.pro-football-reference.com/boxscores/202409080buf.htm,2024-09-08,,,,,,,,,,,,,,,
Mack Hollins,BUF,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,25,1,14,0,0,offense,https://www.pro-football-reference.com/boxscores/202409080buf.htm,2024-09-08,,,,,,,,,,,,,,,
Dawson Knox,BUF,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,23,0,23,0,0,offense,https://www.pro-football-reference.com/boxscores/202409080buf.htm,2024-09-08,,,,,,,,,,,,,,,
Marquez Valdes-Scantling,BUF,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,19,0,19,0,0,offense,https://www.pro-football-reference.com/boxscores/202409080buf.htm,2024-09-08,,,,,,,,,,,,,,,
Curtis Samuel,BUF,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,15,0,8,0,0,offense,https://www.pro-football-reference.com/boxscores/202409080buf.htm,2024-09-08,,,,,,,,,,,,,,,
Dalton Kincaid,BUF,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,11,0,11,0,0,offense,https://www.pro-football-reference.com/boxscores/202409080buf.htm,2024-09-08,,,,,,,,,,,,,,,
Kei'Trel Clark,ARI,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080buf.htm,2024-09-08,0,0,0,0,0,1.0,3,2,1,0,1,0,0,0,0
Roy Lopez,ARI,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080buf.htm,2024-09-08,0,0,0,0,0,1.0,1,1,0,1,1,0,0,0,1
Kyzir White,ARI,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080buf.htm,2024-09-08,0,0,0,0,0,0.0,11,5,6,1,1,0,0,0,0
Budda Baker,ARI,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080buf.htm,2024-09-08,0,0,0,0,0,0.0,10,4,6,1,0,0,0,0,0
Zaven Collins,ARI,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080buf.htm,2024-09-08,0,0,0,0,0,0.0,9,5,4,1,0,0,0,0,0
Mack Wilson,ARI,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080buf.htm,2024-09-08,0,0,0,0,1,0.0,9,8,1,1,0,0,0,0,0
Jalen Thompson,ARI,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080buf.htm,2024-09-08,0,0,0,0,0,0.0,6,4,2,0,0,0,0,0,0
Sean Murphy-Bunting,ARI,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080buf.htm,2024-09-08,0,0,0,0,0,0.0,5,2,3,0,0,0,0,0,0
Owen Pappoe,ARI,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080buf.htm,2024-09-08,0,0,0,0,0,0.0,4,1,3,0,0,0,0,0,0
Starling Thomas,ARI,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080buf.htm,2024-09-08,0,0,0,0,1,0.0,3,3,0,0,0,0,0,0,0
Garrett Williams,ARI,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080buf.htm,2024-09-08,0,0,0,0,0,0.0,3,3,0,0,0,0,0,0,0
Krys Barnes,ARI,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080buf.htm,2024-09-08,0,0,0,0,0,0.0,2,1,1,0,0,0,0,0,0
Justin Jones,ARI,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080buf.htm,2024-09-08,0,0,0,0,0,0.0,2,1,1,0,0,1,0,0,0
Max Melton,ARI,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080buf.htm,2024-09-08,0,0,0,0,0,0.0,2,2,0,0,0,0,0,0,0
Khyiris Tonga,ARI,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080buf.htm,2024-09-08,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0
Gregory Rousseau,BUF,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080buf.htm,2024-09-08,0,0,0,0,0,3.0,6,6,0,3,2,0,0,0,1
Von Miller,BUF,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080buf.htm,2024-09-08,0,0,0,0,0,1.0,2,2,0,1,1,0,0,0,0
Terrel Bernard,BUF,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080buf.htm,2024-09-08,0,0,0,0,0,0.0,11,10,1,0,0,0,0,0,0
Cameron Lewis,BUF,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080buf.htm,2024-09-08,0,0,0,0,0,0.0,10,7,3,0,0,0,0,0,0
Dorian Williams,BUF,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080buf.htm,2024-09-08,0,0,0,0,0,0.0,9,6,3,0,0,1,0,0,0
Taylor Rapp,BUF,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080buf.htm,2024-09-08,0,0,0,0,1,0.0,5,3,2,0,0,0,0,0,0
Damar Hamlin,BUF,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080buf.htm,2024-09-08,0,0,0,0,0,0.0,4,2,2,0,0,0,0,0,0
Christian Benford,BUF,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080buf.htm,2024-09-08,0,0,0,0,0,0.0,3,3,0,0,0,0,0,0,0
Rasul Douglas,BUF,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080buf.htm,2024-09-08,0,0,0,0,0,0.0,2,1,1,0,0,0,0,0,0
Ja'Marcus Ingram,BUF,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080buf.htm,2024-09-08,0,0,0,0,1,0.0,2,1,1,0,0,0,0,0,0
Casey Toohill,BUF,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080buf.htm,2024-09-08,0,0,0,0,0,0.0,2,2,0,0,0,0,0,0,0
A.J. Epenesa,BUF,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080buf.htm,2024-09-08,0,0,0,0,0,0.0,1,0,1,0,1,0,0,0,0
Mack Hollins,BUF,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080buf.htm,2024-09-08,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0
Ty Johnson,BUF,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080buf.htm,2024-09-08,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0
Taron Johnson,BUF,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080buf.htm,2024-09-08,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0
Austin Johnson,BUF,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080buf.htm,2024-09-08,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0
DaQuan Jones,BUF,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080buf.htm,2024-09-08,0,0,0,0,1,0.0,1,0,1,0,1,0,0,0,0
Will Levis,TEN,19,32,127,1,2,3,23,22,52.5,4,36,0,15,0,0,0,0,0,1,1,offense,https://www.pro-football-reference.com/boxscores/202409080chi.htm,2024-09-08,,,,,,,,,,,,,,,
Tony Pollard,TEN,0,0,0,0,0,0,0,0,,16,82,1,26,4,3,12,0,8,0,0,offense,https://www.pro-football-reference.com/boxscores/202409080chi.htm,2024-09-08,,,,,,,,,,,,,,,
Tyjae Spears,TEN,0,0,0,0,0,0,0,0,,4,21,0,11,4,4,11,0,5,0,0,offense,https://www.pro-football-reference.com/boxscores/202409080chi.htm,2024-09-08,,,,,,,,,,,,,,,
Treylon Burks,TEN,0,0,0,0,0,0,0,0,,2,1,0,6,2,1,2,0,2,0,0,offense,https://www.pro-football-reference.com/boxscores/202409080chi.htm,2024-09-08,,,,,,,,,,,,,,,
Calvin Ridley,TEN,0,0,0,0,0,0,0,0,,0,0,0,0,7,3,50,0,22,0,0,offense,https://www.pro-football-reference.com/boxscores/202409080chi.htm,2024-09-08,,,,,,,,,,,,,,,
Tyler Boyd,TEN,0,0,0,0,0,0,0,0,,0,0,0,0,5,3,18,0,11,0,0,offense,https://www.pro-football-reference.com/boxscores/202409080chi.htm,2024-09-08,,,,,,,,,,,,,,,
Chigoziem Okonkwo,TEN,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,15,1,17,0,0,offense,https://www.pro-football-reference.com/boxscores/202409080chi.htm,2024-09-08,,,,,,,,,,,,,,,
Nick Vannett,TEN,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,11,0,8,0,0,offense,https://www.pro-football-reference.com/boxscores/202409080chi.htm,2024-09-08,,,,,,,,,,,,,,,
DeAndre Hopkins,TEN,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,8,0,8,0,0,offense,https://www.pro-football-reference.com/boxscores/202409080chi.htm,2024-09-08,,,,,,,,,,,,,,,
Caleb Williams,CHI,14,29,93,0,0,2,29,13,55.7,5,15,0,11,0,0,0,0,0,1,0,offense,https://www.pro-football-reference.com/boxscores/202409080chi.htm,2024-09-08,,,,,,,,,,,,,,,
D'Andre Swift,CHI,0,0,0,0,0,0,0,0,,10,30,0,20,1,0,0,0,0,0,0,offense,https://www.pro-football-reference.com/boxscores/202409080chi.htm,2024-09-08,,,,,,,,,,,,,,,
D.J. Moore,CHI,0,0,0,0,0,0,0,0,,1,14,0,14,8,5,36,0,13,0,0,offense,https://www.pro-football-reference.com/boxscores/202409080chi.htm,2024-09-08,,,,,,,,,,,,,,,
Velus Jones Jr.,CHI,0,0,0,0,0,0,0,0,,2,11,0,6,1,1,8,0,8,1,1,offense,https://www.pro-football-reference.com/boxscores/202409080chi.htm,2024-09-08,,,,,,,,,,,,,,,
Travis Homer,CHI,0,0,0,0,0,0,0,0,,2,10,0,6,0,0,0,0,0,0,0,offense,https://www.pro-football-reference.com/boxscores/202409080chi.htm,2024-09-08,,,,,,,,,,,,,,,
Khalil Herbert,CHI,0,0,0,0,0,0,0,0,,2,4,0,4,0,0,0,0,0,0,0,offense,https://www.pro-football-reference.com/boxscores/202409080chi.htm,2024-09-08,,,,,,,,,,,,,,,
Keenan Allen,CHI,0,0,0,0,0,0,0,0,,0,0,0,0,11,4,29,0,9,0,0,offense,https://www.pro-football-reference.com/boxscores/202409080chi.htm,2024-09-08,,,,,,,,,,,,,,,
Rome Odunze,CHI,0,0,0,0,0,0,0,0,,0,0,0,0,4,1,11,0,11,1,0,offense,https://www.pro-football-reference.com/boxscores/202409080chi.htm,2024-09-08,,,,,,,,,,,,,,,
DeAndre Carter,CHI,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,6,0,6,0,0,offense,https://www.pro-football-reference.com/boxscores/202409080chi.htm,2024-09-08,,,,,,,,,,,,,,,
Cole Kmet,CHI,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,4,0,4,0,0,offense,https://www.pro-football-reference.com/boxscores/202409080chi.htm,2024-09-08,,,,,,,,,,,,,,,
Gerald Everett,CHI,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,-1,0,-1,0,0,offense,https://www.pro-football-reference.com/boxscores/202409080chi.htm,2024-09-08,,,,,,,,,,,,,,,
Harold Landry,TEN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080chi.htm,2024-09-08,0,0,0,0,0,1.0,6,3,3,1,2,0,0,0,0
Sebastian Joseph-Day,TEN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080chi.htm,2024-09-08,0,0,0,0,1,1.0,3,2,1,2,1,0,0,0,0
Amani Hooker,TEN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080chi.htm,2024-09-08,0,0,0,0,2,0.0,6,5,1,0,1,0,0,0,1
Kenneth Murray,TEN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080chi.htm,2024-09-08,0,0,0,0,0,0.0,6,3,3,0,0,0,0,0,0
Roger McCreary,TEN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080chi.htm,2024-09-08,0,0,0,0,0,0.0,5,4,1,3,0,0,0,0,0
Quandre Diggs,TEN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080chi.htm,2024-09-08,0,0,0,0,0,0.0,4,3,1,0,0,0,0,0,0
Jack Gibbens,TEN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080chi.htm,2024-09-08,0,0,0,0,0,0.0,4,2,2,0,0,0,0,0,0
L'Jarius Sneed,TEN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080chi.htm,2024-09-08,0,0,0,0,0,0.0,4,3,1,0,0,0,0,0,0
Ernest Jones,TEN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080chi.htm,2024-09-08,0,0,0,0,1,0.0,3,1,2,0,0,0,0,0,0
Jarvis Brownlee,TEN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080chi.htm,2024-09-08,0,0,0,0,0,0.0,2,2,0,1,0,0,0,0,0
Jeffery Simmons,TEN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080chi.htm,2024-09-08,0,0,0,0,0,0.0,2,1,1,1,0,0,0,0,0
Nick Westbrook-Ikhine,TEN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080chi.htm,2024-09-08,0,0,0,0,0,0.0,2,2,0,0,0,0,0,0,0
Chidobe Awuzie,TEN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080chi.htm,2024-09-08,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0
Darrell Baker,TEN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080chi.htm,2024-09-08,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0
Mike Brown,TEN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080chi.htm,2024-09-08,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0
Keondre Coburn,TEN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080chi.htm,2024-09-08,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0
Jaylen Harrell,TEN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080chi.htm,2024-09-08,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0
Caleb Murphy,TEN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080chi.htm,2024-09-08,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0
Chigoziem Okonkwo,TEN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080chi.htm,2024-09-08,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0
Julius Chestnut,TEN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080chi.htm,2024-09-08,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0
Arden Key,TEN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080chi.htm,2024-09-08,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,0
Tyrique Stevenson,CHI,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080chi.htm,2024-09-08,1,43,1,43,2,0.0,4,2,2,0,0,0,0,0,0
Jaylon Johnson,CHI,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409080chi.htm,2024-09-08,1,9,0,9,2,0.0,3,3,0,2,0,0,0,0,0
